
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_30, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_14, 6, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_3s_3_2_4, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_3s_5, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_8s_74s_0s_3s_1, 19, 19, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_3s_15, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_33, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_15, 6, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_3s_1_1, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_8s_74s_0s_3s_2, 25, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_3s_13, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_27, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_13, 6, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_3s_3_2_3, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_3s_4, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_8s_9s_0s_3s_1, 19, 19, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_3s_16, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_35, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_16, 6, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_3s_1_2, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	. caxi4interconnect_SlaveConvertor_Z53_layer0, 434, 306, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_6s_32s_64s_0s_1s, 402, 216, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_4, 38, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_5, 58, 32, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_2, 144, 75, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_80s_0_1_3_1, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_9s_0_1_3_1, 14, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z52_layer0, 32, 90, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_2_0, 16, 45, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_2, 16, 41, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4_1, 16, 41, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s_1, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_7_1, 16, 45, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_3, 16, 41, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4_2, 16, 41, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s_2, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	. caxi4interconnect_SlaveConvertor_Z56_layer0, 536, 362, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_6s_32s_64s_0s_1s_1, 504, 267, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_1, 96, 51, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_3, 100, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_0, 146, 76, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_80s_0_1_3_2, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_9s_0_1_3_2, 14, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z55_layer0, 32, 95, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_2, 16, 48, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s, 16, 42, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4, 16, 42, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_7_2, 16, 47, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_1, 16, 41, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4_0, 16, 41, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s_0, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	. AXItoAPB, 587, 1519, 95, 0, 0, 0, 12, 0, 0
.	.	. AHBtoAPB, 133, 62, 0, 0, 0, 0, 0, 0, 0
.	.	.	. COREAHBTOAPB3_26s_0s, 133, 62, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_AhbToApbSM_0s_0_1_0_1_2_3_4, 11, 31, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_ApbAddrData_0s, 120, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_PenableScheduler_0s_0_1_2, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	. AXItoAHBL, 401, 1294, 95, 0, 0, 0, 12, 0, 0
.	.	.	. AXItoAHBL_AXItoAHBL_0_COREAXITOAHBL_6s_0s_0s_0s_0s_0s_64s_2s_8s, 401, 1294, 95, 0, 0, 0, 12, 0, 0
.	.	.	.	. COREAXITOAHBL_AHBMasterCtrl_Z58_layer0, 190, 948, 40, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_AXIOutReg_6s_64s_8s, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_AXISlaveCtrl_Z57_layer0, 115, 346, 55, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_WSRTBAddrOffset_64s_8s, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_WSTRBPopCntr_64s_8s, 0, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_readByteCnt_64s, 14, 55, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_RAM_syncWrAsyncRd_64s_8s, 21, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	. COREAXITOAHBL_RAM_syncWrAsyncRd_64s_8s_0, 69, 0, 0, 0, 0, 0, 6, 0, 0
.	.	. Core_AHBL, 53, 161, 0, 0, 0, 0, 0, 0, 0
.	.	.	. Core_AHBL_Core_AHBL_0_CoreAHBLite_Z62_layer0, 53, 161, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAHBLITE_MATRIX4X16_1_1_0_1_0_0_0_0s, 53, 161, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAHBLITE_MASTERSTAGE_1_1_0_1_0s_0_1_0, 49, 95, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. COREAHBLITE_DEFAULTSLAVESM_0s_0_1_0, 1, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAHBLITE_SLAVESTAGE_0s_0_0_1, 4, 66, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. COREAHBLITE_SLAVEARBITER_Z61_layer0_0, 3, 24, 0, 0, 0, 0, 0, 0, 0
.	.	. Core_APB, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	. CoreAPB3_Z63_layer0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	. CORERESET_PF_C0, 16, 1, 0, 0, 0, 0, 0, 0, 0
.	.	. CORERESET_PF_C0_CORERESET_PF_C0_0_CORERESET_PF, 16, 1, 0, 0, 0, 0, 0, 0, 0
.	. CoreDMA_IO_CTRL, 3379, 4108, 1669, 0, 0, 5, 73, 0, 0
.	.	. CoreAXI4_Lite, 383, 388, 56, 0, 0, 0, 6, 0, 0
.	.	.	. COREAXI4INTERCONNECT_Z65_layer0, 383, 388, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	. caxi4interconnect_MasterConvertor_Z68_layer0, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_3s_16s_32s_0s_1s, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_39s_0_1_3_2, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_41s_0_1_3_2, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_50s_0_1_3_0, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_50s_0_1_3_1, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_6s_0_1_3_2, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_2, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z74_layer0, 253, 311, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_4s_16s_32s_0s_1s, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_40s_0_1_3_2, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_42s_0_1_3_2, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_51s_0_1_3_0, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_51s_0_1_3_2, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_7s_0_1_3_4, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z70_layer0, 125, 234, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtocolConv_0s_1_16s_32s_1s_4s_4s_4s_8s_1s, 125, 234, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvRead_Z72_layer0, 62, 116, 28, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_12s_1_0, 16, 34, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_12s_0s_16s_0, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_38s_1, 16, 36, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_38s_0s_16s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvWrite_Z71_layer0, 63, 118, 28, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_12s_1, 16, 35, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_12s_0s_16s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_37s_1, 16, 34, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_37s_0s_16s, 0, 0, 0, 0, 0, 0, 3, 0, 0
.	.	. CoreDMA_Controller, 1864, 2578, 795, 0, 0, 5, 67, 0, 0
.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_COREAXI4DMACONTROLLER_Z85_layer0, 1864, 2578, 795, 0, 0, 5, 67, 0, 0
.	.	.	.	. CAXI4DMAI1OOI, 45, 75, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAI1lOI_2s_0s_100s_4s_0_4, 4, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAIO0OI_4s_2s_1s_1s_1s_1s_3s_1s_0s_0s, 58, 91, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	. CAXI4DMAOlIll_1s_0_1, 29, 43, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. CAXI4DMAII10_42s_1s_4s_2s, 7, 38, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. CAXI4DMAOlIll_1s_0_1_1, 29, 42, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. CAXI4DMAII10_42s_1s_4s_2s_0, 7, 37, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. CAXI4DMAIOIOI, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAOI00_8s_256s_2048s_4s_12s_8s, 24, 66, 306, 0, 0, 0, 48, 0, 0
.	.	.	.	. CAXI4DMAO_Z84_layer0, 525, 697, 314, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAl1IOI_Z83_layer0, 941, 1309, 169, 0, 0, 0, 15, 0, 0
.	.	.	.	.	. CAXI4DMAI110I_4s_2s, 13, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAOI11I_4s_1_2, 9, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAO0I1I_2s_1_2, 1, 31, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAO0IlI_Z78_layer0, 23, 276, 12, 0, 0, 0, 15, 0, 0
.	.	.	.	.	.	. CAXI4DMAII1lI_4s_2s_1s_0s_1s, 5, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIIO0I_4s, 4, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIOI0I_4s_2s_24s_134s_167s, 8, 258, 12, 0, 0, 0, 15, 0, 0
.	.	.	.	.	. CAXI4DMAOOO1I_Z76_layer0, 33, 109, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAOI11I_3s_1_2, 7, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAl1I1I_Z82_layer0, 696, 640, 124, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIOIIl_2s_24s_12s_0s_1_2_4_1, 95, 106, 100, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAIlIIl_4s_2s_1s_24s, 79, 104, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAO01Ol_4s_2s_1s_24s, 260, 83, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAl0IIl_Z81_layer0, 54, 62, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAlO1Ol_Z79_layer0, 80, 216, 24, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CAXI4DMAllOIl_Z80_layer0, 101, 54, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CAXI4DMAllO1I_Z77_layer0, 175, 224, 33, 0, 0, 0, 0, 0, 0
.	.	.	.	. CAXI4DMAllIOI_Z75_layer0, 267, 335, 6, 0, 0, 5, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_2, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CAXI4DMAI1OlI_2s_1_3, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	. UART_SD, 661, 819, 716, 0, 0, 0, 0, 0, 0
.	.	.	. Core_UART, 59, 65, 13, 0, 0, 0, 0, 0, 0
.	.	.	.	. Core_UART_Core_UART_0_COREUART_0s_0s_0s_26s_0s_0s, 59, 65, 13, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. Core_UART_Core_UART_0_Clock_gen_0s_0s, 19, 24, 13, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. Core_UART_Core_UART_0_Rx_async_0s_0s_0s_1s_2s_3s, 29, 28, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. Core_UART_Core_UART_0_Tx_async_0s_0s_0s_1s_2s_3s_4s_5s_6s, 10, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	. cmd_ctrlr, 189, 199, 14, 0, 0, 0, 0, 0, 0
.	.	.	. pattern_gen_checker, 413, 555, 689, 0, 0, 0, 0, 0, 0
.	.	. axi4dma_init, 195, 163, 0, 0, 0, 0, 0, 0, 0
.	.	. axi_io_ctrl, 276, 160, 102, 0, 0, 0, 0, 0, 0
.	. PCIe_EP, 95, 73, 25, 0, 0, 0, 0, 1, 0
.	.	. PCIe_EP_PCIe_REF_CLK_0_PF_XCVR_REF_CLK, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. PCIe_EP_PCIex4_0_PF_PCIE, 79, 70, 12, 0, 0, 0, 0, 0, 0
.	.	.	. G5_APBLINK_MASTER, 79, 70, 12, 0, 0, 0, 0, 0, 0
.	.	. PCIe_TL_CLK, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	. CLK_DIV2, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CLK_DIV2_CLK_DIV2_0_PF_CLK_DIV, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. NGMUX, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. NGMUX_NGMUX_0_PF_NGMUX, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	. OSC_160MHz, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. OSC_160MHz_OSC_160MHz_0_PF_OSC, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PCIe_INIT_MONITOR, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. PCIe_INIT_MONITOR_PCIe_INIT_MONITOR_0_PF_INIT_MONITOR, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. PCIe_TX_PLL, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PCIe_TX_PLL_PCIe_TX_PLL_0_PF_TX_PLL, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. sw_debounce, 16, 3, 13, 0, 0, 0, 0, 0, 0
.	.	.	. debounce_2, 16, 3, 13, 0, 0, 0, 0, 0, 0
.	. PF_CCC_C0, 0, 0, 0, 0, 0, 0, 0, 2, 0
.	.	. PF_CCC_C0_PF_CCC_C0_0_PF_CCC, 0, 0, 0, 0, 0, 0, 0, 2, 0
.	. PF_DDR4_SS, 14771, 13284, 4023, 0, 0, 21, 44, 10, 61
.	.	. PF_DDR4_SS_CCC_0_PF_CCC, 0, 0, 0, 0, 0, 0, 0, 3, 0
.	.	. PF_DDR4_SS_DDRCTRL_0_CoreDDRMemCtrlr_Z140_layer0, 9999, 7915, 1937, 0, 0, 21, 18, 1, 0
.	.	.	. C0_sdram_sys_top_Z139_layer0, 9999, 7915, 1937, 0, 0, 21, 18, 1, 0
.	.	.	.	. C0_phy_top_Z87_layer0, 89, 399, 25, 0, 0, 0, 0, 1, 0
.	.	.	.	.	. C0_ddr4_nwl_phy_init_Z86_layer0, 89, 392, 25, 0, 0, 0, 0, 1, 0
.	.	.	.	.	.	. C0_util_sync_reset, 1, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_8, 1, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. C0_sdram_lb_Z138_layer0, 9652, 7516, 1912, 0, 0, 21, 18, 0, 0
.	.	.	.	.	. C0_axi_if_Z91_layer0, 4801, 2575, 513, 0, 0, 21, 9, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z101_layer0, 267, 170, 34, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z100_layer0, 267, 170, 34, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_79s, 230, 157, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_8s_79s_32s_2s_0s_0s_256s, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z103_layer0, 250, 155, 39, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z102_layer0, 250, 155, 39, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_72s, 209, 144, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_9s_72s_32s_2s_0s_0s_512s, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z90_layer0, 348, 265, 0, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z89_layer0, 348, 265, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_5s_0, 15, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_5s_1, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_5s_0_0_0, 10, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_10, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_11, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_12, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_13, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_14, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_gray_sync_bin_5s_1, 15, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_gray_to_bin_5s, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. C0_util_sync_5s_0_0, 10, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_3, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_4, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_5, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_6, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_9, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_98s, 299, 209, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_2, 2, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_sync_flops_0_7_41, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_ram_4s_98s_32s_3s_0s_0s_16s, 0, 0, 0, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	. C0_util_fifo_Z93_layer0, 20, 35, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_fifo_core_Z92_layer0, 20, 35, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. C0_util_lat1_to_lat0_8s, 7, 7, 0, 0, 0, 0, 0, 0, 0
