
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_3s_14, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_30, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_14, 6, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_3s_3_2_4, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_3s_5, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_8s_74s_0s_3s_1, 19, 19, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_3s_15, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_33, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_15, 6, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_3s_1_1, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_8s_74s_0s_3s_2, 25, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_3s_13, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_27, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_13, 6, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_3s_3s_3s_3_2_3, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_wrCtrl_3s_4, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_CDC_FIFO_8s_9s_0s_3s_1, 19, 19, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_1s_0s_3s_16, 6, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_Bin2Gray_3s_5_24_35, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_grayCodeCounter_2s_1s_3s_16, 6, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_CDC_rdCtrl_3s_1_2, 1, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	. caxi4interconnect_SlaveConvertor_Z53, 434, 306, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_6s_32s_64s_0s_1s, 402, 216, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_4, 38, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_5, 58, 32, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_2, 144, 75, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_80s_0_1_3_1, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_9s_0_1_3_1, 14, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z52, 32, 90, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_2_0, 16, 45, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_2, 16, 41, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4_1, 16, 41, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s_1, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_7_1, 16, 45, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_3, 16, 41, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4_2, 16, 41, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s_2, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	. caxi4interconnect_SlaveConvertor_Z56, 536, 362, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_6s_32s_64s_0s_1s_1, 504, 267, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_1, 96, 51, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_69s_0_1_3_3, 100, 53, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_74s_0_1_3_0, 146, 76, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_80s_0_1_3_2, 148, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegSliceFull_9s_0_1_3_2, 14, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z55, 32, 95, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_2, 16, 48, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s, 16, 42, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4, 16, 42, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvAXI4ID_1_6s_4s_0_7_2, 16, 47, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_6s_6s_15s_0s_16s_4s_0s_15s_1, 16, 41, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_0s_4s_16s_0s_1_4_0, 16, 41, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_6s_0s_0, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	. AXItoAPB, 601, 1536, 120, 0, 0, 0, 12, 0, 0
.	.	. AHBtoAPB, 133, 70, 0, 0, 0, 0, 0, 0, 0
.	.	.	. COREAHBTOAPB3_17s_0s, 133, 70, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_AhbToApbSM_0s_0_1_0_1_2_3_4, 11, 39, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_ApbAddrData_0s, 120, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAHBtoAPB3_PenableScheduler_0s_0_1_2, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	. AXItoAHBL, 415, 1299, 120, 0, 0, 0, 12, 0, 0
.	.	.	. AXItoAHBL_AXItoAHBL_0_COREAXITOAHBL_Z59, 415, 1299, 120, 0, 0, 0, 12, 0, 0
.	.	.	.	. COREAXITOAHBL_AHBMasterCtrl_Z58, 190, 937, 44, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_AXIOutReg_6s_64s_8s, 5, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_AXISlaveCtrl_Z57, 122, 358, 76, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_WSRTBAddrOffset_64s_8s, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_WSTRBPopCntr_64s_8s, 0, 30, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAXITOAHBL_readByteCnt_64s, 14, 51, 4, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAXITOAHBL_RAM_infer_uSRAM_64s_4s_16s, 25, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	. COREAXITOAHBL_RAM_infer_uSRAM_64s_4s_16s_1, 73, 4, 0, 0, 0, 0, 6, 0, 0
.	.	. Core_AHBL, 53, 165, 0, 0, 0, 0, 0, 0, 0
.	.	.	. Core_AHBL_Core_AHBL_0_CoreAHBLite_Z63, 53, 165, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREAHBLITE_MATRIX4X16_1_1_0_1_0_0_0_0s, 53, 165, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAHBLITE_MASTERSTAGE_1_1_0_1_0s_0_1_0, 49, 101, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. COREAHBLITE_DEFAULTSLAVESM_0s_0_1_0, 1, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAHBLITE_SLAVESTAGE_0s_0_0_1, 4, 64, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. COREAHBLITE_SLAVEARBITER_Z62_0, 3, 30, 0, 0, 0, 0, 0, 0, 0
.	.	. Core_APB, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	. CoreAPB3_Z64, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	. CoreDMA_IO_CTRL, 3496, 4392, 1427, 0, 0, 9, 26, 0, 0
.	.	. CoreAXI4_Lite, 383, 393, 56, 0, 0, 0, 6, 0, 0
.	.	.	. COREAXI4INTERCONNECT_Z66, 383, 393, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	. caxi4interconnect_MasterConvertor_Z69, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_3s_16s_32s_0s_1s, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_39s_0_1_3_2, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_41s_0_1_3_2, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_50s_0_1_3_0, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_50s_0_1_3_1, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_6s_0_1_3_2, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_ResetSycnc_2, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. caxi4interconnect_SlaveConvertor_Z75, 253, 316, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	.	. caxi4interconnect_RegisterSlice_1_1_1_1_1_4s_16s_32s_0s_1s, 128, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_40s_0_1_3_2, 18, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_42s_0_1_3_2, 68, 37, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_51s_0_1_3_0, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_51s_0_1_3_2, 20, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_RegSliceFull_7s_0_1_3_4, 2, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z71, 125, 239, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtocolConv_0s_1_16s_32s_1s_4s_4s_4s_8s_1s, 125, 239, 56, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvRead_Z73, 62, 115, 28, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_12s_1_0, 16, 35, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_12s_0s_16s_0, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_38s_1, 16, 36, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_38s_0s_16s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvWrite_Z72, 63, 124, 28, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_12s_1, 16, 35, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_12s_0s_16s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_4s_37s_1, 16, 36, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_4s_37s_0s_16s, 0, 0, 0, 0, 0, 0, 3, 0, 0
.	.	. CoreDMA_Controller, 1979, 2855, 553, 0, 0, 9, 20, 0, 0
.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_COREAXI4DMACONTROLLER_Z87, 1979, 2855, 553, 0, 0, 9, 20, 0, 0
.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_AXI4LiteSlaveCtrl, 45, 99, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_AXI4MasterDMACtrl_Z86, 625, 862, 332, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_Cache_8s_256s_26s_0s_2048s_4s_12s_8s, 25, 85, 50, 0, 0, 4, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_cache_64s_8s, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_cache, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_cache_64s_8s_0, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_cache_0, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_DMAController_Z84, 935, 1393, 163, 0, 0, 0, 16, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_DMAArbiter_Z79, 23, 272, 6, 0, 0, 0, 16, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_fixedPriorityArbiter_4s_2s_1s_0s_1s, 5, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_intExtDscrptrCache_4s_2s_24s_134s_167s_26s_0s, 8, 219, 4, 0, 0, 0, 16, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_dscCacheM_88s_2s, 0, 0, 0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_dscCacheM, 0, 0, 0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_dscCacheNM_64s_2s, 0, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_dscCacheNM, 0, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_dscConCacheNM_13s_2s, 0, 0, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_dscConCacheNM, 0, 0, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_roundRobinArbiter_4s, 4, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_DMAStartCtrl_4s_2s, 13, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_roundRobinArbiterWAck_4s_1_2, 9, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_DMATranCtrl_Z83, 694, 724, 124, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_intErrorCtrl_Z80, 75, 325, 24, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_rdTranCtrl_Z81, 102, 69, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_rdTranQueue_4s_2s_1s_24s, 261, 82, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_transAck_2s_24s_12s_0s_1_2_4_1, 95, 107, 100, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_wrTranCtrl_Z82, 54, 63, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_wrTranQueue_4s_2s_1s_24s, 78, 50, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_dscrptrSrcMux_Z77, 26, 117, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_roundRobinArbiterWAck_3s_1_2, 7, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_extDscrptrFetchFSM_Z78, 178, 228, 33, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_intStatusMux_2s_1_2, 1, 23, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_bufferDescriptors_Z76, 265, 314, 6, 0, 0, 5, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_RAM_1K20_wrapper_2s_1_0s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_bd_32s_9s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_bd, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_RAM_1K20_wrapper_2s_1_0s_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_bd_32s_9s_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_bd_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_RAM_1K20_wrapper_2s_1_0s_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_bd_32s_9s_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_bd_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_RAM_1K20_wrapper_2s_1_0s_2, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_bd_32s_9s_2, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_bd_2, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_RAM_1K20_wrapper_2s_1_0s_3, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_bd_32s_9s_3, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_bd_3, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_controlRegisters_2s_0s_100s_4s_0_4, 4, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_intController_Z85, 80, 90, 0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_int_0_ControllerFIFO_50s_1s_0s_26s_4s_2s, 7, 12, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_fifo_0_50s_2s, 0, 0, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_fifo_0, 0, 0, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_int_1_ControllerFIFO_50s_1s_0s_26s_4s_2s, 7, 12, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_ram_fifo_1_50s_2s, 0, 0, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_SRAM_fifo_1, 0, 0, 0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_interrupt_x_ctrl_1s_0s_26s_0s_0_1, 33, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreDMA_Controller_CoreDMA_Controller_0_CoreAXI4DMAController_interrupt_x_ctrl_1s_0s_26s_0s_0_1_0, 33, 21, 0, 0, 0, 0, 0, 0, 0
.	.	. UART_SD, 661, 820, 716, 0, 0, 0, 0, 0, 0
.	.	.	. Core_UART, 59, 65, 13, 0, 0, 0, 0, 0, 0
.	.	.	.	. Core_UART_Core_UART_0_COREUART_0s_0s_0s_26s_0s_0s, 59, 65, 13, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. Core_UART_Core_UART_0_Clock_gen_0s_0s, 19, 24, 13, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. Core_UART_Core_UART_0_Rx_async_0s_0s_0s_1s_2s_3s, 29, 28, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. Core_UART_Core_UART_0_Tx_async_0s_0s_0s_1s_2s_3s_4s_5s_6s, 10, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	. cmd_ctrlr, 189, 199, 14, 0, 0, 0, 0, 0, 0
.	.	.	. pattern_gen_checker, 413, 556, 689, 0, 0, 0, 0, 0, 0
.	.	. axi4dma_init, 195, 163, 0, 0, 0, 0, 0, 0, 0
.	.	. axi_io_ctrl, 278, 161, 102, 0, 0, 0, 0, 0, 0
.	. PCIe_EP, 95, 57, 25, 0, 0, 0, 0, 1, 0
.	.	. PCIe_EP_PCIe_REF_CLK_0_PF_XCVR_REF_CLK, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. PCIe_EP_PCIex4_0_PF_PCIE, 79, 54, 12, 0, 0, 0, 0, 0, 0
.	.	.	. G5_APBLINK_MASTER, 79, 54, 12, 0, 0, 0, 0, 0, 0
.	.	. PCIe_TL_CLK, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	. CLK_DIV2, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CLK_DIV2_CLK_DIV2_0_PF_CLK_DIV, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. NGMUX, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. NGMUX_NGMUX_0_PF_NGMUX, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	. OSC_160MHz, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. OSC_160MHz_OSC_160MHz_0_PF_OSC, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PCIe_INIT_MONITOR, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. PCIe_INIT_MONITOR_PCIe_INIT_MONITOR_0_PF_INIT_MONITOR, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. PCIe_TX_PLL, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PCIe_TX_PLL_PCIe_TX_PLL_0_PF_TX_PLL, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. sw_debounce, 16, 3, 13, 0, 0, 0, 0, 0, 0
